Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
DEMOS/A-F/Dumma_Posten_part_1.sid                        MoN/FutureComposer
DEMOS/A-F/Dupa.sid                                       OdinTracker
DEMOS/A-F/Duplex_Logo.sid                                SoedeSoft
DEMOS/A-F/EST_Calls_tune_1.sid                           Soundmonitor
DEMOS/A-F/EST_Calls_tune_2.sid                           Soundmonitor
DEMOS/A-F/ETA.sid                                        GoatTracker_V2.x
DEMOS/A-F/Easter_Egg.sid                                 GoatTracker_V2.x
DEMOS/A-F/Easyscript.sid                                 ?Commodore
DEMOS/A-F/Egg_in_Space_remix.sid                         Soundmonitor
DEMOS/A-F/Eight_lo.sid                                   PollyTracker
DEMOS/A-F/Eighties_Megahit.sid                           GoatTracker_V1.x
DEMOS/A-F/Eine_Kleine.sid                                Master_Composer
DEMOS/A-F/Ektune.sid                                     Hermit/SidWizard_V1.x
DEMOS/A-F/El-Shaddai_BASIC.sid                           Basic_Program
DEMOS/A-F/El_Fierro.sid                                  GoatTracker_V2.x
DEMOS/A-F/El_Lanterfanto.sid                             GoatTracker_V2.x
DEMOS/A-F/Electronic_Christmas_Card.sid                  Master_Composer
DEMOS/A-F/Electrosound_64.sid                            Electrosound
DEMOS/A-F/Elementary_my_dear_Who.sid                     Music_Assembler
DEMOS/A-F/Ellie_the_Fairy.sid                            Hermit/SidWizard_V1.x
DEMOS/A-F/Emulating_Vinkuna.sid                          DMC
DEMOS/A-F/Encapsulate.sid                                DefleMask_v12
DEMOS/A-F/End.sid                                        GoatTracker_V1.x
DEMOS/A-F/Endless_Journey.sid                            GoatTracker_V2.x
DEMOS/A-F/English_Tune_BASIC.sid                         Basic_Program
DEMOS/A-F/Enola_Gay_Humppa.sid                           MoN/FutureComposer
DEMOS/A-F/Equality.sid                                   Electrosound
DEMOS/A-F/Equinoxe_5.sid                                 Emmanuel_Lavall
DEMOS/A-F/Erich_im_Doberghain.sid                        GoatTracker_V2.x
DEMOS/A-F/Erotic_Bits.sid                                JCH_NewPlayer
DEMOS/A-F/Erotic_Members.sid                             JCH_NewPlayer
DEMOS/A-F/Erotic_Techno_Phantasy_Colection_Volume_1.sid  JCH_NewPlayer
DEMOS/A-F/Essential_Alf_2.sid                            Soundmonitor
DEMOS/A-F/Eternity_1_intro.sid                           DMC
DEMOS/A-F/Euphoria.sid                                   GoatTracker_V2.x
DEMOS/A-F/Every_Breath_You_Take.sid                      Master_Composer
DEMOS/A-F/Everybody_Read.sid                             GMC/Superiors
DEMOS/A-F/Evolution_end.sid                              MoN/FutureComposer
DEMOS/A-F/Exact_Intro.sid                                MoN/FutureComposer
DEMOS/A-F/Exalt_01.sid                                   Music_Assembler
DEMOS/A-F/Excellent_tune_2.sid                           Soundmonitor
DEMOS/A-F/Excite.sid                                     MoN/FutureComposer
DEMOS/A-F/Exevil_01.sid                                  Music_Assembler
DEMOS/A-F/Exkrement.sid                                  Music_Assembler
DEMOS/A-F/Extrabillig_Demo_tune_1.sid                    Music_Assembler
DEMOS/A-F/Extrabillig_Demo_tune_2.sid                    MoN/FutureComposer
DEMOS/A-F/Extreme_01.sid                                 Music_Assembler
DEMOS/A-F/Ey-Iran.sid                                    Hermit/SidWizard_V1.x
DEMOS/A-F/Eye_of_a_Ninja.sid                             Soundmonitor
DEMOS/A-F/F-Zero_Mute_City_C64_Remix.sid                 DMC
DEMOS/A-F/FAIF_Members.sid                               Soundmonitor
DEMOS/A-F/FLD-Intro-Designer_Music_A.sid                 MoN/FutureComposer
DEMOS/A-F/FLI_DXPP.sid                                   DMC
DEMOS/A-F/FOIST.sid                                      Geir_Tjelta/SIDDuzz'It
DEMOS/A-F/FST.sid                                        DMC
DEMOS/A-F/Face-TV_V1_2_Editor.sid                        DMC
DEMOS/A-F/Face2face.sid                                  DMC
DEMOS/A-F/Faces.sid                                      DMC
DEMOS/A-F/Faces_Intro.sid                                Music_Assembler
DEMOS/A-F/Faderik.sid                                    GoatTracker_V1.x
DEMOS/A-F/Fading_Lights.sid                              DefMon
DEMOS/A-F/Fallen_Down_Reprise.sid                        Hermit/SidWizard_V1.x
DEMOS/A-F/Fallen_Down_Reprise_alternative.sid            Hermit/SidWizard_V1.x
DEMOS/A-F/Fame.sid                                       MoN/FutureComposer
DEMOS/A-F/FamiCommodore.sid                              GoatTracker_V2.x
DEMOS/A-F/Family_Safe_Entertainment.sid                  Hermit/SidWizard_V1.x
DEMOS/A-F/Fanatic_Beat.sid                               Soundmonitor
DEMOS/A-F/Fanfare_BASIC.sid                              Basic_Program
DEMOS/A-F/Fang.sid                                       GoatTracker_V2.x
DEMOS/A-F/Fangoria_part_2.sid                            Soundmonitor
DEMOS/A-F/Fanta.sid                                      MoN/FutureComposer
DEMOS/A-F/Fantastik_Kode_3_tune_2.sid                    MoN/FutureComposer
DEMOS/A-F/Fantasy_of_My_remix.sid                        JCH_Protracker
DEMOS/A-F/Fascinated_by_Love.sid                         Soundmonitor
DEMOS/A-F/Fat_Rap.sid                                    Soundmonitor
DEMOS/A-F/Fatman-The_Demo_n.sid                          MoN/FutureComposer
DEMOS/A-F/Fatum_Megademo_part_7.sid                      Music_Assembler
DEMOS/A-F/Fear_Me.sid                                    DMC
DEMOS/A-F/Felony_note.sid                                AMP
DEMOS/A-F/Fidl_Music_1.sid                               MoN/FutureComposer
DEMOS/A-F/Fidl_Music_2.sid                               MoN/FutureComposer
DEMOS/A-F/Fikkfelah_Intro.sid                            GoatTracker_V2.x
DEMOS/A-F/Final_Countdown_tune_2.sid                     DMC
DEMOS/A-F/Final_Demo.sid                                 Soundmonitor
DEMOS/A-F/Final_Demo_II.sid                              MicroRhythm
DEMOS/A-F/Final_part_2.sid                               MoN/FutureComposer
DEMOS/A-F/Find_the_Raster.sid                            Sound-Tracker_64
DEMOS/A-F/Firestarter_tune_2.sid                         GoatTracker_V2.x
DEMOS/A-F/First.sid                                      JCH_NewPlayer
DEMOS/A-F/First_Cracking_Girls_Intro.sid                 Background_MusicEditor
DEMOS/A-F/First_Day_Tune.sid                             Electrosound
DEMOS/A-F/First_Encounter.sid                            John_Player
DEMOS/A-F/First_Music.sid                                Music_Assembler
DEMOS/A-F/First_Music_Prisoner.sid                       MoN/FutureComposer
DEMOS/A-F/First_One.sid                                  DMC
DEMOS/A-F/First_Rock-Try.sid                             Soundmonitor
DEMOS/A-F/First_SID_Ride.sid                             GoatTracker_V2.x
DEMOS/A-F/First_Song_BASIC.sid                           Basic_Program
DEMOS/A-F/First_Try.sid                                  Soundmonitor
DEMOS/A-F/First_Try_TT.sid                               MoN/FutureComposer
DEMOS/A-F/First_Tune.sid                                 RoMuzak_V6.x
DEMOS/A-F/Fist_of_the_North_Star-Ita_OST_Remix.sid       GoatTracker_V2.x
DEMOS/A-F/Fizzy_Pop.sid                                  Soundmonitor
DEMOS/A-F/Fjellaporna.sid                                JCH_NewPlayer
DEMOS/A-F/Flash_Inc.sid                                  Music_Assembler
DEMOS/A-F/Flashback_to_64.sid                            GoatTracker_V2.x
DEMOS/A-F/Flying_Pig_Brigade.sid                         GoatTracker_V2.x
DEMOS/A-F/Fog_BASIC.sid                                  Basic_Program
DEMOS/A-F/Footloose.sid                                  Master_Composer
DEMOS/A-F/For_Cracking_Fucktory.sid                      DMC
DEMOS/A-F/For_Fee_on_Fiji.sid                            JCH_NewPlayer
DEMOS/A-F/For_Viadro.sid                                 DMC
DEMOS/A-F/Four_Voices.sid                                Soundmonitor
DEMOS/A-F/Fox-Tune.sid                                   Soundmonitor
DEMOS/A-F/Franske_Vafler.sid                             SidTracker64
DEMOS/A-F/Frantique_Flu_tune_1.sid                       MoN/FutureComposer
DEMOS/A-F/Freakout_part_1.sid                            RoMuzak_V6.x
DEMOS/A-F/Freaky_Demo.sid                                Soundmonitor
DEMOS/A-F/Fresh_Start_tune_1.sid                         MoN/FutureComposer
DEMOS/A-F/From_Boy_to_Poop_from_Poop_to_Girl.sid         DefleMask_v12
DEMOS/A-F/From_Here_to_Nowhere.sid                       GoatTracker_V2.x
DEMOS/A-F/Frosted_Glass.sid                              GoatTracker_V2.x
DEMOS/A-F/Frosty_the_Snowman_BASIC.sid                   Basic/Jim_Butterfield
DEMOS/A-F/Fuck_Shaped_Box.sid                            DMC
DEMOS/A-F/Fuck_a_Duck_intro.sid                          MoN/FutureComposer
DEMOS/A-F/Fuck_the_Cloud.sid                             SidTracker64
DEMOS/A-F/Fuckin_Cool_Tune.sid                           DMC
DEMOS/A-F/Fuer_Elise_1986.sid                            ?Juergen_Jost
DEMOS/A-F/Fuer_Elise_1988.sid                            Basically_Music
DEMOS/A-F/Fugue.sid                                      The_Music_System
DEMOS/A-F/Funfair_Night.sid                              Polyanna
DEMOS/A-F/Funk_Rock_BASIC.sid                            Basic_Program
DEMOS/A-F/Funkee.sid                                     Hermit/SidWizard_V1.x
DEMOS/A-F/Funkodore_64.sid                               DefleMask_v12
DEMOS/A-F/Funky_Freak.sid                                MoN/FutureComposer
DEMOS/A-F/Funky_Typos.sid                                Hermit/SidWizard_V1.x
DEMOS/A-F/Future_Spy.sid                                 Soundmonitor
DEMOS/A-F/Futurerock_I_part_3.sid                        Soundmonitor
DEMOS/Commodore/C_Prog_Ref_Guide_example_01_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_02_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_03_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_04_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_05_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_07_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_08_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_09_BASIC.sid    Basic_Program
DEMOS/Commodore/C_Prog_Ref_Guide_example_10_BASIC.sid    Basic_Program
DEMOS/Commodore/Commodore_64_Christmas_Album_BASIC.sid   Basic_Program
DEMOS/Commodore/Commodore_Users_Guide_NTSC_BASIC.sid     Basic_Program
DEMOS/Commodore/Commodore_Users_Guide_PAL_BASIC.sid      Basic_Program
DEMOS/Commodore/Commodore_Users_Guide_V2_BASIC.sid       Basic_Program
DEMOS/Commodore/Fugue_in_G_Minor_J_S_Bach_BASIC.sid      Basic_Program
DEMOS/Commodore/Gigue_in_G_G_F_Handel_BASIC.sid          Basic_Program
DEMOS/Commodore/Gigue_in_G_Minor_G_F_Handel_BASIC.sid    Basic_Program
DEMOS/Commodore/Golden_Brown_BASIC.sid                   Basic_Program
DEMOS/Commodore/Invention_1_in_C_J_S_Bach_BASIC.sid      Basic_Program
DEMOS/Commodore/Invention_in_F_J_S_Bach_BASIC.sid        Basic_Program
DEMOS/Commodore/M1_Musik_BASIC.sid                       Basic_Program
DEMOS/Commodore/M2_Synthesizer_BASIC.sid                 Basic_Program
DEMOS/Commodore/M5_Gong_BASIC.sid                        Basic_Program
DEMOS/Commodore/M6_Bomb_BASIC.sid                        Basic_Program
DEMOS/Commodore/M7_Shot_BASIC.sid                        Basic_Program
DEMOS/Commodore/M8_Sound_BASIC.sid                       Basic_Program
DEMOS/Commodore/Minuet_in_G_J_S_Bach_BASIC.sid           Basic_Program
DEMOS/Commodore/Polonaise_in_G_Minor_CPE_Bach_BASIC.sid  Basic_Program
DEMOS/G-L/GAS_Music.sid                                  Soundmonitor
DEMOS/G-L/GST_Demo_I.sid                                 Soundmonitor
DEMOS/G-L/GULBdata.sid                                   Laxity_NewPlayer_V21
DEMOS/G-L/Gabooto_Bach_BASIC.sid                         Basic_Program
DEMOS/G-L/Galaxy_01.sid                                  Music_Assembler
DEMOS/G-L/Gambler.sid                                    Master_Composer
DEMOS/G-L/Gambler_2.sid                                  Master_Composer
DEMOS/G-L/Game_with_Rabbit.sid                           GoatTracker_V2.x
DEMOS/G-L/Gamers_Guide_14_intro.sid                      Groovy_Bits
DEMOS/G-L/Gamma_9.sid                                    Soundmonitor
DEMOS/G-L/Gammelt_Venskab_BASIC.sid                      Basic_Program
DEMOS/G-L/Gandalf_Sax_Prank.sid                          GoatTracker_V2.x
DEMOS/G-L/Gay-Trap.sid                                   Soundmonitor
DEMOS/G-L/Genias-Logo.sid                                Matt_Gray
DEMOS/G-L/Gerappa.sid                                    GoatTracker_V2.x
DEMOS/G-L/Get_a_Life.sid                                 Music_Assembler
DEMOS/G-L/Gettin_a_Feel_for_It.sid                       DefleMask_v12
DEMOS/G-L/Ghostbusters_Theme.sid                         Roland_Hermans
DEMOS/G-L/Giana_Sisters_Collection_menu.sid              Music_Assembler
DEMOS/G-L/Gigis_First_Trainer.sid                        ?Juergen_Jost
DEMOS/G-L/Gitarrenschule.sid                             Soundmonitor
DEMOS/G-L/Glory.sid                                      Soundmonitor
DEMOS/G-L/Goat_City.sid                                  GoatTracker_V2.x
DEMOS/G-L/Goddesses.sid                                  Busic/Frank_Inklaar
DEMOS/G-L/Goldstar.sid                                   Soundmonitor
DEMOS/G-L/Gorilla.sid                                    GoatTracker_V2.x
DEMOS/G-L/Got_to_Be_Certain.sid                          Soundmonitor
DEMOS/G-L/Gott_Och_Blandat.sid                           Prophet64
DEMOS/G-L/Grafix_Pack_II.sid                             Soundmonitor
DEMOS/G-L/Grandi.sid                                     GoatTracker_V2.x
DEMOS/G-L/Granny_Gets_Stoned.sid                         SynC
DEMOS/G-L/Gravity_Falls_Main_Themes.sid                  SidFactory_II/Laxity
DEMOS/G-L/Great_Chalk_Heist.sid                          GoatTracker_V2.x
DEMOS/G-L/Great_When_Stoned.sid                          CyberTracker
DEMOS/G-L/Green_Ninja.sid                                GoatTracker_V2.x
DEMOS/G-L/Green_Tea.sid                                  DefleMask_v1
DEMOS/G-L/Greetings_from_Uncle_Josef.sid                 GoatTracker_V2.x
DEMOS/G-L/Greets_13_2_89.sid                             MoN/FutureComposer
DEMOS/G-L/Grmph.sid                                      Soundmonitor
DEMOS/G-L/Grosse_kunst.sid                               GoatTracker_V2.x
DEMOS/G-L/Groundead.sid                                  Hermit/SidWizard_V1.x
DEMOS/G-L/Gubbc0re.sid                                   GoatTracker_V2.x
DEMOS/G-L/Guitar.sid                                     GoatTracker_V2.x
DEMOS/G-L/Gullibility.sid                                John_Player
DEMOS/G-L/Guns_and_Ammo.sid                              GoatTracker_V2.x
DEMOS/G-L/HF4k.sid                                       256bytes/Frantic
DEMOS/G-L/HLSPNoter_Tune.sid                             DMC
DEMOS/G-L/Ha_Ha_Ha_Ronaldinho_Soccer.sid                 Hermit/SidWizard_V1.x
DEMOS/G-L/Hackpack_IV_menu.sid                           System6581
DEMOS/G-L/Hallelujah.sid                                 Element114Studio_2.0
DEMOS/G-L/Halloween.sid                                  MoN/FutureComposer
DEMOS/G-L/Hallows_Eve_2SID.sid                           GoatTracker_V2.x
DEMOS/G-L/Ham_and_Eggs_intro.sid                         Music_Assembler
DEMOS/G-L/Handshake_Malfunction.sid                      Hermit/SidWizard_V1.x
DEMOS/G-L/Hangover_part_1.sid                            MoN/FutureComposer
DEMOS/G-L/Hangover_part_3.sid                            MoN/FutureComposer
DEMOS/G-L/Hangover_part_7.sid                            MoN/FutureComposer
DEMOS/G-L/Happy_Day.sid                                  GoatTracker_V1.x
DEMOS/G-L/Happy_Honksdays.sid                            DefleMask_v12
DEMOS/G-L/Happy_New_Kong.sid                             GoatTracker_V2.x
DEMOS/G-L/Happy_Rave.sid                                 DMC
DEMOS/G-L/Hard_Way.sid                                   Soundmonitor
DEMOS/G-L/Harpischord_Suite_No_7.sid                     Master_Composer
DEMOS/G-L/Hasses_Finallaat.sid                           Soundmonitor
DEMOS/G-L/Hawk_Intro.sid                                 GoatTracker_V1.x
DEMOS/G-L/Haydn_Hoedown.sid                              Master_Composer
